"Site","Watershed","Record.Type","ISCO_number","Date","Year","Month","Day","Hour","Season","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","NO3_ueq_L","SO4_ueq_L","NH4_ueq_L","total_N_ppm","DOC_mg_L","DIC_mg_L","Al_ppb","Al_org_ppb","Cl_ueq_L","Si_mg_L","total_P_ppb","H_ueq_L","ANC_ueq_L","HCO3_ueq_L","pH_closed_cell","pH_air_eqll","pH_initial","pH_uneqll_older_samples","sp_conductance_us_cm","SUVA"
"WB3","WB","REG",,1987-12-15,1987,12,15,10,"WINTER",86,32,6.9,88,6.2,108,1.4,,1.3,0.6,65,40,79,2.4,,0.45,15.7,14.3,5.97,6.35,,,26.4,
"WB3","WB","REP",,1987-12-15,1987,12,15,10,"WINTER",86,32,6.9,88,,,,,,0.6,66,40,,,,0.5,15.6,14.5,5.98,6.3,,,26.8,
"EB3","EB","DUP",,1987-12-15,1987,12,15,11,"WINTER",86,30,5.1,84,5,105,1.4,,,0.5,121,62,76,1.9,,0.91,12.6,9.04,5.81,6.04,,,26,
"EB3","EB","REG",,1987-12-15,1987,12,15,11,"WINTER",87,30,5.9,85,5,107,1.4,,1.3,0.6,124,66,79,1.9,,0.76,11.7,12.5,5.89,6.12,,,26,
"EB3","EB","REG",,1987-12-21,1987,12,21,13,"WINTER",88,30,5.4,87,5.4,105,1.4,,1.3,0.6,92,72,75,1.9,,0.66,14.9,11.2,5.83,6.18,,,23.8,
"EB3","EB","REP",,1987-12-21,1987,12,21,13,"WINTER",88,30,5.6,87,5.4,106,1.4,,,0.6,85,71,75,1.9,,0.65,14.9,12.5,5.89,6.19,,,24.8,
"WB3","WB","REG",,1987-12-21,1987,12,21,13,"WINTER",83,32,6.1,87,6.2,104,1.4,,1.1,0.6,52,46,74,2.5,,0.47,15.6,15,6,6.33,,,24.9,
"WB3","WB","REG",,1987-12-29,1987,12,29,12,"WINTER",87,33,6.1,90,6.6,105,1.4,,1.3,0.7,54,44,78,2.6,,0.49,17.5,13.4,5.84,6.31,,,27,
"WB3","WB","REP",,1987-12-29,1987,12,29,12,"WINTER",87,33,6.1,91,6.6,105,1.4,,,0.7,54,41,79,2.6,,0.46,17.4,17,5.98,6.34,,,26.8,
"EB3","EB","DUP",,1987-12-29,1987,12,29,13,"WINTER",91,30,4.6,87,6,103,1.4,,,0.6,106,69,76,2,,0.52,16,12.5,5.89,6.28,,,26.8,
"EB3","EB","REG",,1987-12-29,1987,12,29,13,"WINTER",91,30,4.9,87,6.2,107,1.4,,1.4,0.9,92,68,76,2.1,,0.6,15.6,18.7,5.89,6.22,,,26.1,
"WB3","WB","REG",,1988-01-04,1988,1,4,24,"WINTER",83,33,5.1,87,7.4,98,1.4,,1,0.6,49,40,73,2.6,,0.43,19.8,14.5,5.98,6.37,,,25.3,
"EB3","EB","REG",,1988-01-05,1988,1,5,15,"WINTER",94,31,4.1,86,6.1,106,1.4,,1.4,0.5,88,66,74,2,,0.43,20.4,14,6.07,6.37,,,26.5,
"EB3","EB","REG",,1988-01-11,1988,1,11,24,"WINTER",103,35,9.5,92,6.4,106,1.4,,2,0.6,66,44,78,2.1,,0.3,27.1,15.8,6.03,6.52,,,28.4,
"EB3","EB","REP",,1988-01-12,1988,1,12,13,"WINTER",103,35,9.5,93,6.7,107,1.4,,,,71,50,79,2.1,,0.3,27.8,,,6.53,,,28.9,
"WB3","WB","DUP",,1988-01-12,1988,1,12,14,"WINTER",80,34,6.6,90,5.6,102,1.4,,1.1,0.7,43,43,77,2.7,,0.4,20.4,15.9,5.94,6.4,,,27.1,
"WB3","WB","REG",,1988-01-12,1988,1,12,14,"WINTER",81,35,7.7,91,6.5,102,1.4,,1.1,0.6,43,38,78,2.7,,0.4,20.8,12.1,5.87,6.4,,,27.4,
"EB3","EB","REG",,1988-01-18,1988,1,18,24,"WINTER",89,32,5.4,87,18.9,106,1.4,,1.2,0.4,109,63,76,1.8,,1.1,9.9,6.02,5.66,5.96,,,28.8,
"EB3","EB","REP",,1988-01-19,1988,1,19,10,"WINTER",91,32,5.4,88,18.8,106,1.4,,,,106,62,77,1.9,,1.02,11,,,5.99,,,29.2,
"WB3","WB","REG",,1988-01-19,1988,1,19,11,"WINTER",89,35,6.6,90,14.7,102,1.4,,1,0.5,46,40,76,2.3,,0.5,17.8,14.4,6.04,6.3,,,29.3,
"WB3","WB","REG",,1988-01-26,1988,1,26,24,"WINTER",84,35,6.4,90,7.6,101,1.4,,0.9,1.1,39,34,77,2.4,,0.41,22.2,24,5.94,6.39,,,30.2,
"EB3","EB","REG",,1988-01-27,1988,1,27,11,"WINTER",96,33,5.1,89,10.6,108,1.4,,1.1,0.6,77,47,76,1.9,,0.41,23.1,17.4,6.13,6.39,,,30.9,
"EB3","EB","REP",,1988-01-27,1988,1,27,11,"WINTER",97,33,5.1,89,10.6,107,1.4,,,,78,45,75,1.9,,0.42,23,,,6.38,,,,
"WB3","WB","REG",,1988-02-02,1988,2,2,10,"WINTER",86,34,6.6,83,14.4,99,1.4,,1.2,0.6,52,52,68,2,,0.46,21.2,13.2,5.92,6.34,,,26.7,
"EB3","EB","REG",,1988-02-02,1988,2,2,12,"WINTER",82,29,5.6,80,24.5,102,1.4,,1.7,0.4,139,80,67,1.6,,2.63,4.3,3.51,5.45,5.58,,,27.1,
"WB3","WB","REG",,1988-02-08,1988,2,8,24,"WINTER",87,33,5.9,85,9.7,103,1.4,,1.4,0.5,48,36,76,2.2,,0.49,17.4,9.41,5.81,6.31,,,22.3,
"EB3","EB","DUP",,1988-02-09,1988,2,9,11,"WINTER",92,28,4.9,83,12.1,105,1.4,,1.5,0.5,99,56,70,1.9,,0.74,11.9,,,6.13,,,22.1,
"EB3","EB","REG",,1988-02-09,1988,2,9,11,"WINTER",90,29,4.9,84,13,107,1.4,,2,0.5,95,56,72,1.9,,0.81,13.2,7.82,5.72,6.09,,,21.2,
"WB3","WB","REP",,1988-02-09,1988,2,9,22,"WINTER",87,30,5.9,84,9.6,103,1.4,,,,46,38,75,2.3,,0.49,17.8,,,6.31,,,22.8,
"EB3","EB","REG",,1988-02-15,1988,2,15,24,"WINTER",85,30,4.9,81,16.6,100,1.4,,1.9,0.5,108,65,70,1.7,,1.38,13.9,5.61,5.53,5.86,,,25.7,
"WB3","WB","REG",,1988-02-16,1988,2,16,14,"WINTER",91,34,6.1,84,14,100,1.4,,1.2,0.6,48,39,72,2,,0.52,22,9.95,5.81,6.28,,,26,
"WB3","WB","REG",,1988-02-22,1988,2,22,24,"WINTER",87,31,6.4,84,13,109,1.4,,1.3,0.4,61,43,74,1.9,,1,13.4,7.87,5.83,6,,,27.6,
"WB3","WB","DUP",,1988-02-23,1988,2,23,10,"WINTER",88,31,6.6,84,14.1,109,1.4,,1.5,0.5,62,36,72,1.9,,1.1,13,7.71,5.78,5.96,,,27.6,
"EB3","EB","REG",,1988-02-23,1988,2,23,11,"WINTER",82,27,4.9,79,16.7,104,1.4,,1.7,0.5,123,57,68,1.6,,2.09,8.4,5.37,5.59,5.68,,,26.5,
"EB3","EB","REP",,1988-02-23,1988,2,23,11,"WINTER",82,27,4.6,80,18.6,105,1.4,,,,123,56,68,1.6,,1.95,17.4,,,5.71,,,26.5,
"EB3","EB","REG",,,1988,3,0,24,"SPRING",85,30,5.1,83,8.4,99,1.4,,1.3,0.5,111,56,71,1.8,,1.51,11.4,5.83,5.61,5.82,,,23.4,
"WB3","WB","REG",,1988-03-01,1988,3,1,10,"SPRING",86,32,6.6,87,9.1,107,1.4,,1.1,0.5,47,35,73,2.2,,0.58,13.9,8.75,5.76,6.24,,,24.2,
"EB3","EB","REG",,1988-03-07,1988,3,7,24,"SPRING",87,30,5.1,86,9.4,105,1.4,,1.4,0.5,100,67,73,1.9,,0.93,14,9.42,5.8,6.03,,,26.4,
"EB3","EB","DUP",,1988-03-08,1988,3,8,10,"SPRING",88,30,5.1,87,9.7,106,1.4,,1.3,0.5,95,75,72,1.9,,0.74,14.4,11,5.89,6.13,,,26.8,
"WB3","WB","REG",,1988-03-08,1988,3,8,10,"SPRING",84,33,6.4,90,9.7,105,1.4,,1.1,0.6,52,42,74,2.3,,0.56,16.6,10.9,5.83,6.25,,,26.5,
"WB3","WB","REP",,1988-03-08,1988,3,8,10,"SPRING",85,33,6.4,89,9.3,105,1.4,,,,51,38,74,2.3,,0.63,16.9,,,6.2,,,26.4,
"EB8","EB","REG",,1988-03-15,1988,3,15,10,"SPRING",87,30,4.9,86,10.8,106,1.4,,1.3,0.6,76,44,74,1.9,,1.12,11.4,,,5.95,,,28.6,
"EB3","EB","REG",,1988-03-15,1988,3,15,11,"SPRING",90,30,5.1,87,11.6,105,1.4,,1.3,0.5,92,57,74,1.9,,0.87,14.4,,,6.06,,,30.4,
"EB3","EB","REP",,1988-03-15,1988,3,15,11,"SPRING",90,30,4.9,87,11.6,104,1.4,,,,92,56,73,1.9,,0.85,15.3,,,6.07,,,30.1,
"WB3","WB","REG",,1988-03-15,1988,3,15,14,"SPRING",85,33,6.1,89,9.8,106,1.4,,1,0.6,57,37,74,2.4,,0.63,18.4,,,6.2,,,28.7,
"WB3","WB","DUP",,1988-03-22,1988,3,22,10,"SPRING",89,35,6.4,90,7.8,105,1.4,,1.1,0.8,49,34,80,2.3,,0.48,18.2,17.2,5.94,6.32,,,28.8,
"WB3","WB","REG",,1988-03-22,1988,3,22,10,"SPRING",89,35,6.4,90,8.4,106,1.4,,1.3,0.7,51,38,78,2.4,,0.42,18.7,14.5,5.88,6.38,,,28.8,
"EB3","EB","REG",,1988-03-22,1988,3,22,11,"SPRING",94,32,5.1,89,9.4,106,1.4,,1.6,0.6,95,65,79,1.9,,0.74,14.6,11.9,5.87,6.13,,,28.9,
"EB3","EB","REP",,1988-03-22,1988,3,22,11,"SPRING",93,32,5.1,89,9.9,108,,,,,93,62,78,,,0.68,14.4,,,6.17,,,29.2,
"EB3","EB","REG",,1988-03-25,1988,3,25,18,"SPRING",84,29,4.9,84,13.6,105,1.4,,1.4,,120,70,71,1.7,,1.48,5.5,,5.59,5.83,,,27.1,
"WB3","WB","REG",,1988-03-25,1988,3,25,18,"SPRING",86,33,6.1,86,12,102,1.4,,1.3,,62,36,70,2.1,,0.47,20.3,,5.89,6.33,,,27.3,
"WB3","WB","REG",,1988-03-27,1988,3,27,13,"SPRING",73,28,12.5,68,27,96,1.4,,3.1,0.4,300,169,56,1.4,,8.51,-0.3,1.73,5.14,5.07,,,27.8,
"EB3","EB","REG",,1988-03-27,1988,3,27,14,"SPRING",63,25,10.2,64,24.4,83,1.4,,3.5,0.4,309,175,53,1.2,,8.32,-4.7,1.45,5.06,5.08,,,26.8,
"EB3","EB","DUP",,1988-03-28,1988,3,28,11,"SPRING",71,26,7.7,70,21.4,94,1.4,,2.4,0.4,232,122,59,1.3,,5.62,-0.3,2.22,5.27,5.25,,,25.3,
"EB3","EB","REG",,1988-03-28,1988,3,28,11,"SPRING",69,26,6.9,67,19.3,92,1.4,,2.3,0.4,227,110,57,1.3,,6.17,0.2,2.13,5.25,5.21,,,25.5,
"WB3","WB","REG",,1988-03-28,1988,3,28,12,"SPRING",80,30,9.2,73,24.6,105,1.4,,2,0.4,200,95,63,1.6,,3.8,3,3.56,5.47,5.42,,,27.3,
"WB3","WB","REP",,1988-03-28,1988,3,28,12,"SPRING",80,30,9.2,73,27.8,103,1.4,,,,198,95,63,1.6,,,3.9,,,,,,26.5,
"EB8","EB","REG",,1988-03-29,1988,3,29,10,"SPRING",74,26,6.4,71,18.9,95,1.4,,2,0.4,162,97,62,1.4,,3.72,4.4,3.95,5.46,5.43,,,24,
"EB3","EB","REG",,1988-03-29,1988,3,29,11,"SPRING",72,26,7.2,72,19.4,96,1.4,,2,0.4,200,110,61,1.4,,4.27,3.6,3.44,5.44,5.37,,,23.8,
"WB3","WB","REG",,1988-03-29,1988,3,29,14,"SPRING",82,30,8.4,77,22.1,107,1.4,,1.7,0.4,150,80,65,1.7,,2.19,7.2,4.04,5.46,5.66,,,25.6,
"EB3","EB","DUP",,1988-04-05,1988,4,5,10,"SPRING",75,26,5.6,75,9.2,101,1.4,,2,0.4,149,84,61,1.5,,2.88,5.5,4.75,5.6,5.54,,,24.8,
"EB3","EB","REG",,1988-04-05,1988,4,5,10,"SPRING",74,26,5.4,74,10,104,1.4,,1.8,0.4,147,87,62,1.5,,2.4,6.9,4.05,5.56,5.62,,,24.8,
"WB3","WB","REG",,1988-04-05,1988,4,5,10,"SPRING",80,30,7.2,76,17.3,110,5.54,,1.6,0.4,126,70,61,1.7,,1.62,7.9,6.56,5.73,5.79,,,25.9,
"EB8","EB","REG",,1988-04-05,1988,4,5,12,"SPRING",76,26,5.9,75,9.7,105,1.4,,1.8,0.4,132,81,62,1.5,,2.34,3.9,4.43,5.54,5.63,,,24.9,
"EB8","EB","REP",,1988-04-05,1988,4,5,12,"SPRING",74,26,5.9,75,10,102,1.4,,1.8,0.4,133,80,61,1.4,,2.4,4.6,,,5.62,,,24.8,
"EB3","EB","REG",,1988-04-12,1988,4,12,10,"SPRING",80,27,5.4,80,6.6,104,1.4,,1.5,0.5,118,67,64,1.7,,1.66,9.7,6.64,5.7,5.78,,,24.8,
"EB8","EB","DUP",,1988-04-12,1988,4,12,10,"SPRING",79,27,5.4,80,6.2,108,1.4,,1.5,0.4,112,63,65,1.7,,1.51,6.5,4.85,5.55,5.82,,,24.4,
"EB8","EB","REG",,1988-04-12,1988,4,12,10,"SPRING",79,27,5.9,80,6.5,104,1.4,,1.6,0.5,112,67,65,1.7,,2.29,5.6,5.26,5.58,5.64,,,24,
"WB3","WB","REG",,1988-04-12,1988,4,12,10,"SPRING",81,30,6.9,81,12.1,103,1.4,,1.2,0.5,64,46,63,2.1,,1,9.9,7.18,5.73,6,,,24.8,
"EB3","EB","REG",,1988-04-19,1988,4,19,10,"SPRING",77,26,5.1,78,6.7,106,3.32,,1.5,0.4,136,70,62,1.7,,2.04,9.4,5.1,5.65,5.69,,,24.3,
"EB3","EB","REP",,1988-04-19,1988,4,19,10,"SPRING",78,31,5.1,79,6.7,106,2.77,,1.5,0.4,138,74,63,1.7,,1.95,9.9,,,5.71,,,24,
"EB8","EB","REG",,1988-04-19,1988,4,19,10,"SPRING",78,27,5.6,79,7.4,106,3.32,,1.9,0.4,120,69,62,1.7,,2.14,10.2,5.42,5.63,5.67,,,23.4,
"WB3","WB","DUP",,1988-04-19,1988,4,19,11,"SPRING",87,30,7.7,83,10.8,114,1.4,,1.4,0.4,85,55,67,2,,0.93,13.6,9.33,5.9,6.03,,,25.8,
"WB3","WB","REG",,1988-04-19,1988,4,19,11,"SPRING",85,31,6.9,82,10.1,109,1.4,,1.4,0.4,88,53,67,2,,0.98,13.6,9.69,5.95,6.01,,,25.7,
"WB3","WB","REG",,1988-04-26,1988,4,26,9,"SPRING",83,30,6.6,82,7,107,1.4,,1.4,0.5,79,57,66,2,,0.87,12.4,8.27,5.74,6.06,,,22.1,
"EB3","EB","REG",,1988-04-26,1988,4,26,10,"SPRING",76,26,5.1,78,4.5,104,1.4,,1.6,0.4,129,83,62,1.6,,2.04,6.1,3.59,5.5,5.69,,,20.6,
"EB3","EB","REP",,1988-04-26,1988,4,26,10,"SPRING",75,26,5.1,78,4.1,103,1.4,,1.6,0.4,127,76,63,1.6,,2.14,9,,,5.67,,,21.5,
"EB8","EB","REG",,1988-04-26,1988,4,26,10,"SPRING",78,26,5.4,79,4,104,1.4,,1.7,0.5,108,63,62,1.7,,1.7,7.9,5.26,5.58,5.77,,,19.9,
"EB3","EB","DUP",,1988-05-03,1988,5,3,10,"SPRING",74,26,5.1,79,5.1,106,,,1.7,0.4,127,77,58,1.6,,2.4,8.3,4.08,5.55,5.62,,,22.5,
"EB3","EB","REG",,1988-05-03,1988,5,3,10,"SPRING",74,26,5.1,78,4.9,107,1.4,,1.6,0.4,132,74,58,1.7,,2.57,8.1,3.92,5.53,5.59,,,22.5,
"EB8","EB","REG",,1988-05-03,1988,5,3,10,"SPRING",75,26,5.1,79,4.7,106,,,1.6,0.5,115,73,58,1.6,,2.51,8.4,4.97,5.54,5.6,,,22.4,
"EB8","EB","REP",,1988-05-03,1988,5,3,10,"SPRING",74,26,5.1,79,4.8,107,1.4,,1.6,0.5,114,71,59,1.6,,2.04,9.3,,,5.69,,,22.5,
"WB3","WB","REG",,1988-05-03,1988,5,3,10,"SPRING",81,30,6.9,84,8.2,112,1.4,,1.3,0.4,76,54,63,2,,0.98,12.7,7.5,5.79,6.01,,,23.7,
"EB3","EB","REG",,1988-05-10,1988,5,10,8,"SPRING",81,28,5.4,84,2,111,1.4,,1.5,0.5,105,64,64,1.9,,0.72,12.8,9.92,5.91,6.14,,,22.3,
"WB3","WB","REG",,1988-05-10,1988,5,10,8,"SPRING",80,30,6.9,87,6.2,110,1.4,,1.3,0.5,61,46,66,2.5,,0.51,14.1,9.94,5.83,6.29,,,23.2,
"EB8","EB","DUP",,1988-05-17,1988,5,17,9,"SPRING",77,26,5.9,84,1.6,108,1.4,,1.5,0.5,94,68,62,1.8,,0.87,13.6,7.93,5.76,6.06,,,23.3,
"EB8","EB","REG",,1988-05-17,1988,5,17,9,"SPRING",77,26,5.9,82,1.7,104,1.4,,1.7,0.5,93,73,61,1.8,,0.87,13.9,10.5,5.87,6.06,,,23.5,
"EB3","EB","REG",,1988-05-17,1988,5,17,10,"SPRING",80,26,5.9,84,1.4,109,1.4,,1.5,0.5,101,76,62,1.8,,0.78,14.1,9.87,5.92,6.11,,,22.9,
"EB3","EB","REP",,1988-05-17,1988,5,17,10,"SPRING",78,26,5.9,84,2.1,109,1.4,,1.5,0.4,111,77,64,1.8,,0.76,14.5,,,6.12,,,22.8,
"WB3","WB","REG",,1988-05-17,1988,5,17,10,"SPRING",77,30,7.2,87,4.6,105,1.4,,1.4,0.5,64,41,64,2.3,,0.48,18.9,12.9,5.97,6.32,,,23.4,
"EB3","EB","REG",,1988-05-24,1988,5,24,8,"SPRING",83,27,7.4,87,0.05,108,1.4,,2,0.5,80,57,63,1.9,,0.4,19.8,9.58,5.82,6.4,,,23.2,
"EB3","EB","REP",,1988-05-24,1988,5,24,8,"SPRING",82,27,7.4,88,0.5,112,1.4,,2,0.5,89,64,64,1.9,,0.43,20.9,,,6.37,,,23.3,
"EB8","EB","REG",,1988-05-24,1988,5,24,8,"SPRING",80,27,7.2,88,0.3,109,1.4,,1.7,0.7,87,57,63,1.9,,0.6,16.5,10.8,5.74,6.22,,,24,
"WB3","WB","DUP",,1988-05-24,1988,5,24,8,"SPRING",79,30,8.9,92,1.8,106,1.4,,1.3,0.7,54,43,65,2.4,,0.31,25.9,14.5,5.92,6.51,,,24.2,
"WB3","WB","REG",,1988-05-24,1988,5,24,8,"SPRING",78,30,8.7,90,1.8,103,1.4,,1.4,0.7,55,48,64,2.4,,0.36,22.6,14.2,5.89,6.44,,,24,
"WB3","WB","REG",,1988-05-31,1988,5,31,9,"SPRING",81,30,7.9,91,2,115,1.4,,1.4,0.7,50,38,65,2.4,,0.38,21.3,14.5,5.92,6.42,,,23.2,
"EB3","EB","REG",,1988-05-31,1988,5,31,10,"SPRING",80,26,5.4,88,0.05,114,1.4,,1.4,0.5,82,52,61,1.8,,0.62,17.5,9.86,5.87,6.21,,,22.8,
"EB3","EB","REP",,1988-05-31,1988,5,31,10,"SPRING",78,26,5.4,88,0.05,114,1.4,,1.4,0.5,85,61,62,1.8,,0.58,17.1,,,6.24,,,22.6,
"EB8","EB","REG",,1988-06-07,1988,6,7,8,"SUMMER",84,28,3.8,90,0.05,113,1.4,,1.5,0.8,83,57,66,2,,0.52,16.7,13.2,5.78,6.28,,,24.3,
"EB8","EB","REP",,1988-06-07,1988,6,7,8,"SUMMER",83,28,3.8,90,0.05,111,1.4,,1.5,0.8,81,61,66,2,,0.52,17.9,,,6.28,,,24,
"EB3","EB","DUP",,1988-06-07,1988,6,7,9,"SUMMER",94,30,3.8,91,0.05,113,1.4,,1.5,0.7,77,52,67,2.1,,0.23,31.7,19,6.06,6.63,,,25.6,
"EB3","EB","REG",,1988-06-07,1988,6,7,9,"SUMMER",95,30,3.8,91,0.05,113,1.4,,1.5,0.7,71,55,68,2.1,,0.25,33.4,18.7,6.06,6.61,,,25.8,
"WB3","WB","REG",,1988-06-07,1988,6,7,9,"SUMMER",82,30,5.9,93,1.4,108,1.4,,1.3,0.7,72,37,67,2.7,,0.35,24.2,16.4,5.95,6.46,,,24.5,
"EB3","EB","REG",,1988-06-14,1988,6,14,9,"SUMMER",118,35,4.6,98,0.05,112,1.4,,1.9,1.2,57,50,73,2.6,,0.12,50.9,46.5,6.28,6.92,,,27.8,
"EB3","EB","REP",,1988-06-14,1988,6,14,9,"SUMMER",115,35,4.6,100,0.05,114,1.4,,1.9,1.2,61,52,74,2.6,,0.12,52.7,,,6.91,,,28.2,
"WB3","WB","REG",,1988-06-14,1988,6,14,11,"SUMMER",83,30,5.6,98,0.05,105,1.4,,1.6,1,51,36,72,2.7,,0.23,27.8,25.2,6.03,6.64,,,24.6,
"EB3","EB","REG",,1988-06-21,1988,6,21,8,"SUMMER",122,39,4.6,107,0.3,116,1.4,,1.7,2,55,43,76,2.7,,0.12,65.6,85.6,6.4,6.92,,,30.2,
"EB3","EB","REP",,1988-06-21,1988,6,21,8,"SUMMER",123,39,4.6,108,0.3,116,1.4,,1.7,1.9,60,48,76,2.7,,0.13,66,,,6.88,,,30,
"WB3","WB","REG",,1988-06-21,1988,6,21,8,"SUMMER",88,33,5.9,102,0.05,107,1.4,,1.9,1.1,47,41,75,3,,0.23,35.9,30.4,6.08,6.64,,,25.3,
"EB8","EB","REG",,1988-06-21,1988,6,21,9,"SUMMER",101,33,4.9,100,2.1,110,1.4,,,,60,,75,2.1,,0.17,40.7,,,6.76,,,,
"EB3","EB","REG",,1988-06-28,1988,6,28,9,"SUMMER",121,39,4.1,111,0.05,115,1.4,,1.3,2,47,39,77,2.8,,0.1,74.5,67.2,6.19,7,,,32.2,
"EB3","EB","REP",,1988-06-28,1988,6,28,9,"SUMMER",120,39,4.6,112,0.6,113,1.4,,1.3,2,53,38,76,2.8,,0.1,74.4,,,6.98,,,30,
"WB3","WB","DUP",,1988-06-28,1988,6,28,10,"SUMMER",85,32,3.1,104,0.05,103,1.4,,1.2,0.9,38,30,75,3,,0.19,36.6,27.6,6.14,6.72,,,26.5,
"WB3","WB","REG",,1988-06-28,1988,6,28,10,"SUMMER",85,32,3.3,102,0.05,102,1.4,,1.2,0.9,40,30,75,2.9,,0.2,36.8,25.7,6.1,6.7,,,26.4,
"WB3","WB","REG",,1988-07-05,1988,7,5,13,"SUMMER",85,31,3.8,106,0.05,103,1.4,,1.9,0.9,58,31,71,3,,0.17,35.3,32.8,6.25,6.76,,,28.1,
"WB3","WB","REG",,1988-07-12,1988,7,12,8,"SUMMER",96,35,3.1,112,1,104,1.4,,1.5,1.5,44,38,77,3.3,,0.13,49.3,45.5,6.12,6.89,,,31.1,
"WB3","WB","REP",,1988-07-12,1988,7,12,8,"SUMMER",93,35,3.1,111,1.1,103,1.4,,1.5,1.5,47,36,76,3.3,,0.13,49.4,,,6.9,,,30.9,
"WB3","WB","REG",,1988-07-19,1988,7,19,10,"SUMMER",98,35,2.6,107,0.8,99,1.4,,1.3,1.7,47,34,77,3.4,,0.13,58.7,49.9,6.11,6.9,,,27,
"WB3","WB","REP",,1988-07-19,1988,7,19,10,"SUMMER",97,35,2.6,107,0.8,99,1.4,,1.2,1.6,44,36,76,3.4,,0.13,59.2,,,6.88,,,27,
"WB3","WB","ISCO",,1988-07-21,1988,7,21,2,"SUMMER",100,36,2.6,113,1.7,97,1.4,,1.8,,44,32,77,3.6,,0.13,63.4,,6.75,6.87,,,30.3,
"WB3","WB","ISCO",,1988-07-21,1988,7,21,10,"SUMMER",99,35,3.1,112,1.4,97,1.4,,2,,47,32,77,3.5,,0.13,61.5,,6.72,6.88,,,30.3,
"WB3","WB","ISCO",,1988-07-21,1988,7,21,18,"SUMMER",97,35,2.3,112,1.2,96,1.4,,1.8,,46,36,74,3.5,,0.13,60.3,,6.72,6.9,,,29.4,
"WB3","WB","ISCO",,1988-07-22,1988,7,22,2,"SUMMER",84,30,4.1,98,0.5,92,1.4,,2.7,,69,56,62,2.9,,0.19,43.8,,6.44,6.72,,,26.4,
"WB3","WB","ISCO",,1988-07-22,1988,7,22,10,"SUMMER",85,32,3.1,101,0.05,100,1.4,,2.3,,65,46,67,3,,0.2,37.9,,6.44,6.69,,,27.4,
"WB3","WB","ISCO",,1988-07-22,1988,7,22,18,"SUMMER",87,32,2.8,103,0.05,100,1.4,,2.1,,58,45,75,3.1,,0.23,32.5,,6.34,6.63,,,28.2,
"WB3","WB","ISCO",,1988-07-23,1988,7,23,2,"SUMMER",87,32,2.6,105,0.05,100,1.4,,1.9,,58,43,69,3.1,,0.18,43.3,,6.62,6.74,,,29.8,
"WB3","WB","ISCO",,1988-07-23,1988,7,23,10,"SUMMER",88,32,2.6,106,0.05,99,1.4,,2,,51,40,77,3.2,,0.19,37.3,,6.54,6.71,,,29.6,
"WB3","WB","ISCO",,1988-07-23,1988,7,23,18,"SUMMER",92,33,2.8,107,0.5,99,2.77,,1.9,,48,39,73,3.2,,0.17,45.5,,6.6,6.77,,,29.7,
"WB3","WB","ISCO",,1988-07-24,1988,7,24,2,"SUMMER",95,34,2.3,108,0.6,99,1.4,,1.6,,48,35,72,3.3,,0.15,51.7,,6.68,6.83,,,29.2,
"WB3","WB","ISCO",,1988-07-24,1988,7,24,10,"SUMMER",78,29,4.3,91,0.05,85,1.4,,2.8,,87,72,53,2.7,,0.18,45.8,,6.49,6.74,,,25,
"WB3","WB","ISCO",,1988-07-24,1988,7,24,18,"SUMMER",81,30,3.6,99,0.05,102,1.4,,2.5,,71,54,63,2.9,,0.28,31.8,,6.46,6.56,,,26.5,
"WB3","WB","ISCO",,1988-07-25,1988,7,25,2,"SUMMER",83,31,3.1,100,0.05,104,1.4,,2.2,,70,51,65,2.9,,0.22,33.7,,6.5,6.66,,,26.5,
"WB3","WB","ISCO",,1988-07-25,1988,7,25,10,"SUMMER",84,31,2.8,100,0.05,103,1.4,,2.1,,66,51,65,2.9,,0.23,35,,6.49,6.63,,,27,
"WB3","WB","ISCO",,1988-07-25,1988,7,25,18,"SUMMER",86,32,2.8,102,0.05,102,1.4,,2,,69,44,67,2.9,,0.19,37.7,,6.52,6.73,,,27.4,
"WB3","WB","ISCO",,1988-07-26,1988,7,26,2,"SUMMER",87,33,2.8,103,0.05,102,1.4,,1.8,,62,17,68,3,,0.18,39.1,,6.59,6.74,,,28.2,
"WB3","WB","DUP",,1988-07-26,1988,7,26,9,"SUMMER",85,32,3.3,102,0.05,103,1.4,,2,1.1,56,45,68,3,,0.22,37.5,34.6,6.17,6.66,,,28.8,
"WB3","WB","REG",,1988-07-26,1988,7,26,9,"SUMMER",86,32,3.3,106,0.05,103,1.4,,2,1,59,45,68,3,,0.22,38.1,33.9,6.19,6.66,,,28.7,
"WB3","WB","REG",,1988-08-02,1988,8,2,12,"SUMMER",90,34,2.8,112,1,105,1.4,,2,1.2,48,41,75,3.3,,0.14,44.3,37.8,6.14,6.86,,,26.7,
"WB3","WB","REP",,1988-08-02,1988,8,2,12,"SUMMER",91,34,2.8,111,0.8,105,1.4,,1.9,1.2,45,39,76,3.3,,0.12,46.4,,,6.91,,,26.5,
"WB3","WB","DUP",,1988-08-09,1988,8,9,10,"SUMMER",91,35,2.8,113,1.8,101,1.4,,1.7,1.5,42,34,80,3.4,,0.17,51.2,52.7,6.23,6.77,,,26.7,
